0.00.035.464 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.036.357 W srv  llama_server: -----------------
0.00.036.361 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.036.361 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.036.361 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.036.362 W srv  llama_server: -----------------
0.00.037.690 I srv    load_model: loading model '/root/Qwen3.8-27B-UD-Q4_K_M.gguf'
0.00.037.861 W common_fit_params: failed to fit params to free device memory: llama_params_fit is not implemented for SPLIT_MODE_TENSOR, abort
0.04.063.948 W internal AllReduce init failed (n_devices != 2?); falling back to meta-backend butterfly
0.04.137.921 I cmn          init: llama threadpool init, n_threads = 8
0.04.335.444 I common_speculative_init_result: loading draft model '/root/mtp-Qwen3.8-27B-Q4_0.gguf'
0.05.149.521 W internal AllReduce init failed (n_devices != 2?); falling back to meta-backend butterfly
0.05.257.552 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 16384, kv_unified = 'true'
0.05.257.736 W set_sampler: backend sampling not supported with SPLIT_MODE_TENSOR; using CPU
0.05.257.739 W spec common_specu: backend offload failed for seq_id=0; using CPU sampler
0.05.257.743 W spec common_specu: backend offload failed for seq_id=1; using CPU sampler
0.05.257.744 W spec common_specu: backend offload failed for seq_id=2; using CPU sampler
0.05.257.744 W spec common_specu: backend offload failed for seq_id=3; using CPU sampler
0.05.277.304 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.05.277.346 I srv  llama_server: model loaded
0.05.277.351 I srv  llama_server: listening on http://127.0.0.1:8300
0.10.151.852 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
3.00.725.243 I slot      release: id  3 | task 136 | stop processing: n_tokens = 14586, truncated = 0
3.00.882.492 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
3.00.882.582 I slot launch_slot_: id  3 | task 272 | processing task, is_child = 0
3.11.409.221 I slot print_timing: id  3 | task 272 | prompt processing, n_tokens =   2090, progress = 0.15, t =   9.64 s / 216.77 tokens per second
3.21.286.397 I slot print_timing: id  3 | task 272 | prompt processing, n_tokens =   4138, progress = 0.29, t =  19.52 s / 211.99 tokens per second
3.31.310.907 I slot print_timing: id  3 | task 272 | prompt processing, n_tokens =   6186, progress = 0.44, t =  29.53 s / 209.50 tokens per second
3.41.489.223 I slot print_timing: id  3 | task 272 | prompt processing, n_tokens =   8234, progress = 0.58, t =  39.68 s / 207.49 tokens per second
3.51.829.945 I slot print_timing: id  3 | task 272 | prompt processing, n_tokens =  10282, progress = 0.72, t =  50.01 s / 205.60 tokens per second
4.02.321.249 I slot print_timing: id  3 | task 272 | prompt processing, n_tokens =  12330, progress = 0.87, t =  60.48 s / 203.87 tokens per second
4.09.190.663 I slot print_timing: id  3 | task 272 | prompt processing, n_tokens =  13671, progress = 0.96, t =  67.72 s / 201.87 tokens per second
4.12.022.946 I slot print_timing: id  3 | task 272 | prompt processing, n_tokens =  14183, progress = 1.00, t =  70.38 s / 201.51 tokens per second
4.15.604.610 I slot print_timing: id  3 | task 272 | n_gen =    102, tg =  30.83 t/s, tg_3s =  31.14 t/s
4.18.663.480 I slot print_timing: id  3 | task 272 | n_gen =    192, tg =  30.15 t/s, tg_3s =  29.42 t/s
4.21.681.261 I slot print_timing: id  3 | task 272 | n_gen =    274, tg =  29.19 t/s, tg_3s =  27.17 t/s
4.24.710.411 I slot print_timing: id  3 | task 272 | n_gen =    360, tg =  28.99 t/s, tg_3s =  28.39 t/s
4.25.935.085 I slot print_timing: id  3 | task 272 | prompt eval time =   71445.99 ms / 14187 tokens (    5.04 ms per token,   198.57 tokens per second)
4.25.935.091 I slot print_timing: id  3 | task 272 |        eval time =   13606.21 ms /   400 tokens (   34.10 ms per token,    29.32 tokens per second)
4.25.935.092 I slot print_timing: id  3 | task 272 |       total time =   85052.19 ms / 14587 tokens
4.25.935.093 I slot print_timing: id  3 | task 272 |    graphs reused =        367
4.25.935.099 I slot print_timing: id  3 | task 272 | draft acceptance = 0.73262 (  274 accepted /   374 generated), mean len =  3.19
4.25.935.965 I slot      release: id  3 | task 272 | stop processing: n_tokens = 14586, truncated = 0
4.25.972.939 I srv    operator(): operator(): cleaning up before exit...
